"","work","title","year","first_author","issn","name"
"1222","https://openalex.org/W2527754988","Understanding Psychopathy: The Cognitive Side.","2006-01-01","https://openalex.org/A2310806736",NA,NA
"1223","https://openalex.org/W2559781466","Psychopathy, Executive Functions, and Neuropsychological Data: a Response to Sifferd and Hirstein","2018-01-01","https://openalex.org/A2600171451","1874-5490","Neuroethics"
"1224","https://openalex.org/W2075870702","Bad or Mad? Personality disorders and legal responsibility-the German situation.","2000-10-01","https://openalex.org/A2225669927","0735-3936","Behavioral Sciences & The Law"
"1225","https://openalex.org/W2090004916","Social interactions and the development of social concepts in preschool children.","1978-06-01","https://openalex.org/A2130725623","0009-3920","Child Development"
"1226","https://openalex.org/W2143837447","Refining the construct of psychopathy: towards a hierarchical model.","2001-06-01","https://openalex.org/A2128517467","1040-3590","Psychological Assessment"
"1227","https://openalex.org/W2273990482","Psychopathy and Sentencing","2013-01-01","https://openalex.org/A2105785815",NA,NA
"1228","https://openalex.org/W2069426343","What's wrong? Moral understanding in psychopathic offenders.","2014-12-01","https://openalex.org/A2032943279","0092-6566","Journal of Research in Personality"
"1229","https://openalex.org/W2246313879","Psychopathy Across Cultures","1998-01-01","https://openalex.org/A2128517467",NA,NA
"1230","https://openalex.org/W2315878070","Diagnosing blame: Responsibility and the psychopath","1992-04-01","https://openalex.org/A2264320045",NA,"Journal of Medicine and Philosophy"
"1231","https://openalex.org/W2490117961","Translating Scientific Evidence into the Language of the “Folk”","2013-02-05","https://openalex.org/A2484531447",NA,NA
"1232","https://openalex.org/W196787403","THE CRIMINAL PSYCHOPATH: HISTORY, NEUROSCIENCE, TREATMENT, AND ECONOMICS","2011-01-01","https://openalex.org/A117054511",NA,"Jurimetrics"
"1233","https://openalex.org/W2028656256","No clear evidence for a positive association between the interpersonal-affective aspects of psychopathy and executive functioning","2013-12-30","https://openalex.org/A2107858102","0165-1781","Psychiatry Research-neuroimaging"
"1234","https://openalex.org/W2158803280","Increased DLPFC activity during moral decision-making in psychopathy","2009-10-01","https://openalex.org/A2153871632","1359-4184","Molecular Psychiatry"
"1235","https://openalex.org/W2172159510","Moral/conventional transgression distinction and psychopathy in conduct disordered adolescent offenders","2010-12-01","https://openalex.org/A2749694463","0191-8869","Personality and Individual Differences"
"1236","https://openalex.org/W2194970426","Mapping the Association of Global Executive Functioning Onto Diverse Measures of Psychopathic Traits","2015-05-25","https://openalex.org/A1008006822","1949-2723","Personality Disorders: Theory, Research, and Treatment"
"1237","https://openalex.org/W2014486839","Facial affect recognition in criminal psychopaths.","2002-12-01","https://openalex.org/A2189811521","1528-3542","Emotion"
"1238","https://openalex.org/W2145045870","Specifying the Attentional Selection That Moderates the Fearlessness of Psychopathic Offenders","2011-01-18","https://openalex.org/A1008006822","0956-7976","Psychological Science"
"1239","https://openalex.org/W2475623032","Stabbing in the dark: English law relating to psychopathy","2010-08-01","https://openalex.org/A2125825495",NA,NA
"1240","https://openalex.org/W382679505","Psychopathy and answerability","2010-08-19","https://openalex.org/A2437087323",NA,NA
"1241","https://openalex.org/W2112912691","Recognition of Facial Affect in Psychopathic Offenders","2006-11-01","https://openalex.org/A2131348702","0021-843X","Journal of Abnormal Psychology"
"1242","https://openalex.org/W2172003132","Abnormal ventromedial prefrontal cortex function in children with psychopathic traits during reversal learning.","2008-05-01","https://openalex.org/A2067571758","0003-990X","Archives of General Psychiatry"
"1243","https://openalex.org/W1993348920","Autonomic stress reactivity and executive functions in successful and unsuccessful criminal psychopaths from the community.","2001-08-01","https://openalex.org/A2108444842","0021-843X","Journal of Abnormal Psychology"
"1244","https://openalex.org/W2038299911","A model of differential amygdala activation in psychopathy","2012-07-16","https://openalex.org/A1995966146","0033-295X","Psychological Review"
"1245","https://openalex.org/W562130423","Evil or Ill?: Justifying the Insanity Defence","1997-11-06","https://openalex.org/A862033471",NA,NA
"1246","https://openalex.org/W2170256757","Insensitivity to future consequences following damage to human prefrontal cortex","1994-04-01","https://openalex.org/A2282448511","0010-0277","Cognition"
"1247","https://openalex.org/W1972947055","Moral reasoning and the child with psychopathic tendencies","1997-05-01","https://openalex.org/A2756435296","0191-8869","Personality and Individual Differences"
"1248","https://openalex.org/W3123985127","The legal self: executive processes and legal theory.","2011-03-01","https://openalex.org/A2019748336","1053-8100","Consciousness and Cognition"
"1249","https://openalex.org/W166786052","Handbook on Psychopathy and Law","2013-04-12","https://openalex.org/A117054511",NA,NA
"1250","https://openalex.org/W2033376922","The Double-Edged Sword: Does Biomechanism Increase or Decrease Judges' Sentencing of Psychopaths?","2012-08-17","https://openalex.org/A1821351383","0036-8075","Science"
"1251","https://openalex.org/W626111303","Psychopathy and Law: A Practitioner's Guide","2012-03-09","https://openalex.org/A2425409042",NA,NA
"1252","https://openalex.org/W1638430727","PSYCHOPATHY, RESPONSIBILITY, AND THE MORAL/CONVENTIONAL DISTINCTION","2011-09-01","https://openalex.org/A2131522837","0038-4283","Southern Journal of Philosophy"
"1253","https://openalex.org/W2130562555","Psychopaths know right from wrong but don’t care","2010-03-01","https://openalex.org/A2805757578","1749-5016","Social Cognitive and Affective Neuroscience"
"1254","https://openalex.org/W2267688276","Why Psychopaths Are Responsible","2013-01-01","https://openalex.org/A2335877801",NA,"Social Science Research Network"
"1255","https://openalex.org/W3124179871","Responsibility, Dysfunction and Capacity","2008-09-04","https://openalex.org/A2037515490","1874-5490","Neuroethics"
"1256","https://openalex.org/W583677835","Mental State Defences in Criminal Law","2012-09-10","https://openalex.org/A678083444",NA,NA
"1257","https://openalex.org/W1556393788","Empathic dysfunction in psychopathic individuals","2007-01-01","https://openalex.org/A2639340198",NA,NA
"1258","https://openalex.org/W2008728054","Psychopathy and Criminal Responsibility","2008-07-10","https://openalex.org/A2115115001","1874-5490","Neuroethics"
"1259","https://openalex.org/W2019610870","Can psychopathic offenders discern moral wrongs? A new look at the moral/conventional distinction.","2012-04-30","https://openalex.org/A2032943279","0021-843X","Journal of Abnormal Psychology"
"1260","https://openalex.org/W2068477427","A cognitive developmental approach to morality: investigating the psychopath","1995-10-01","https://openalex.org/A2756435296","0010-0277","Cognition"
"1261","https://openalex.org/W2075955568","Harm, Affect, and the Moral/Conventional Distinction.","2007-04-01","https://openalex.org/A2122611289","0268-1064","Mind & Language"
"1262","https://openalex.org/W1528121172","Cognition-Emotion Interactions in Psychopathy: Implications for Theory and Practice","2012-03-23","https://openalex.org/A1008006822",NA,NA
"1263","https://openalex.org/W1975012791","On Blaming and Punishing Psychopaths","2017-03-31","https://openalex.org/A1986863822","1871-9791","Criminal Law and Philosophy"
"1264","https://openalex.org/W2115896399","Author Reply: Vitacco, Erickson, and Lishner: Holding Psychopaths Morally and Criminally Culpable:","2013-09-03","https://openalex.org/A2153871632","1754-0739","Emotion Review"
"1265","https://openalex.org/W2121563935","Reversal deficits in individuals with psychopathy in explicit but not implicit learning conditions.","2013-07-01","https://openalex.org/A2404537767","1180-4882","Journal of Psychiatry & Neuroscience"
"1266","https://openalex.org/W2270364343","Impaired integration in psychopathy: A unified theory of psychopathic dysfunction.","2015-10-01","https://openalex.org/A2170678999","0033-295X","Psychological Review"
"1267","https://openalex.org/W114345595","The Psychopathy Checklist—Revised (PCL-R)","1992-01-01","https://openalex.org/A2152985919",NA,NA
"1268","https://openalex.org/W2163502987","Punishment and psychopathy: a case-control functional MRI investigation of reinforcement learning in violent antisocial personality disordered men","2015-02-01","https://openalex.org/A2124232469","2215-0366","The Lancet Psychiatry"
"1269","https://openalex.org/W2086183953","Executive function in psychopathy: the Tower of London, Brixton Spatial Anticipation and the Hayling Sentence Completion Tests.","2014-12-15","https://openalex.org/A2682972387","0165-1781","Psychiatry Research-neuroimaging"
"1270","https://openalex.org/W612015097","Moral Psychology: A Contemporary Introduction","2014-06-26","https://openalex.org/A1903093307",NA,NA
"1271","https://openalex.org/W1547862710","The Insanity Defense the World Over","2006-06-29","https://openalex.org/A2115967055",NA,NA
"1272","https://openalex.org/W1991651802","Comment: Holding Psychopaths Morally and Criminally Culpable","2013-09-03","https://openalex.org/A1856496766","1754-0739","Emotion Review"
"1273","https://openalex.org/W2110089495","Altering the Cognitive-Affective Dysfunctions of Psychopathic and Externalizing Offender Subtypes With Cognitive Remediation","2015-01-01","https://openalex.org/A1008006822",NA,"Clinical psychological science : a journal of the Association for Psychological Science"
"1274","https://openalex.org/W2140490960","Attention moderates the fearlessness of psychopathic offenders.","2010-01-01","https://openalex.org/A2164106199","0006-3223","Biological Psychiatry"
"1275","https://openalex.org/W2168582197","Testing Damasio's somatic marker hypothesis with psychopathic individuals: risk takers or risk averse?","1999-08-01","https://openalex.org/A2703668741","0021-843X","Journal of Abnormal Psychology"
"1276","https://openalex.org/W2168972851","Assessment of emotion and language processing in psychopathic offenders: results from a dichotic listening task","2002-05-01","https://openalex.org/A2310806736","0191-8869","Personality and Individual Differences"
"1277","https://openalex.org/W1964088501","Neuroscience and legal determination of criminal responsibility.","2006-04-01","https://openalex.org/A2429435624","1471-003X","Nature Reviews Neuroscience"
"1278","https://openalex.org/W2119400157","Is it Wrong to Criminalize and Punish Psychopaths","2011-07-01","https://openalex.org/A2153871632","1754-0739","Emotion Review"
"1279","https://openalex.org/W2133832591","Impaired social response reversal. A case of 'acquired sociopathy'.","2000-06-01","https://openalex.org/A2756435296","0006-8950","Brain"
